"zip","County","Year","New","Renewed","Insured-Initiated Nonrenewed","Insurer-Initiated Nonrenewed","percent_insurer_nonrenewed","pct_major_fire_risk","pct_severe_fire_risk"
95554,"Humboldt",2016,9,112,13,14,"9.46",46.2,0.4
95554,"Humboldt",2017,9,109,8,5,"3.82",46.2,0.4
95554,"Humboldt",2018,10,99,4,2,"1.74",46.2,0.4
95554,"Humboldt",2019,15,88,5,11,"9.24",46.2,0.4
95554,"Humboldt",2020,15,122,15,5,"3.18",46.2,0.4
95554,"Humboldt",2021,13,106,17,13,"8.72",46.2,0.4
95472,"Sonoma",2015,757,8737,548,183,"1.79",19.4,0.1
95472,"Sonoma",2016,821,8732,633,196,"1.89",19.4,0.1
95472,"Sonoma",2017,784,8769,550,173,"1.68",19.4,0.1
95472,"Sonoma",2018,948,8837,711,180,"1.69",19.4,0.1
95472,"Sonoma",2019,888,8921,620,171,"1.61",19.4,0.1
95472,"Sonoma",2020,939,9067,691,188,"1.73",19.4,0.1
95472,"Sonoma",2021,866,9061,699,176,"1.63",19.4,0.1
96047,"Shasta",2015,22,228,15,15,"5.36",92.6,69
96047,"Shasta",2016,20,221,11,11,"4.18",92.6,69
96047,"Shasta",2017,15,221,14,5,"1.96",92.6,69
96047,"Shasta",2018,33,229,20,7,"2.42",92.6,69
96047,"Shasta",2019,42,223,26,15,"4.9",92.6,69
96047,"Shasta",2020,39,235,31,17,"5.28",92.6,69
96047,"Shasta",2021,20,222,33,7,"2.48",92.6,69
95329,"Stanislaus",2015,113,995,90,37,"3",92.4,68.8
95329,"Stanislaus",2016,145,972,87,35,"2.82",92.4,68.8
95329,"Stanislaus",2017,156,983,96,37,"2.91",92.4,68.8
95329,"Stanislaus",2018,164,966,106,50,"3.89",92.4,68.8
95329,"Stanislaus",2019,214,889,95,143,"10.66",92.4,68.8
95329,"Stanislaus",2020,229,887,126,115,"8.47",92.4,68.8
95329,"Stanislaus",2021,140,972,129,71,"5.41",92.4,68.8
93023,"Ventura",2015,723,6159,536,149,"1.97",96.6,16.8
93023,"Ventura",2016,715,6174,562,143,"1.88",96.6,16.8
93023,"Ventura",2017,657,6174,484,133,"1.79",96.6,16.8
93023,"Ventura",2018,696,6192,456,152,"2.03",96.6,16.8
93023,"Ventura",2019,1019,5992,608,347,"4.36",96.6,16.8
93023,"Ventura",2020,736,6240,614,158,"2.04",96.6,16.8
93023,"Ventura",2021,922,5934,611,427,"5.41",96.6,16.8
92708,"Orange",2015,1454,12672,1189,221,"1.42",0,0
92708,"Orange",2016,1437,12696,1201,203,"1.31",0,0
92708,"Orange",2017,1364,12701,1158,153,"1",0,0
92708,"Orange",2018,1355,12650,1112,183,"1.2",0,0
92708,"Orange",2019,1501,12705,1206,162,"1.04",0,0
92708,"Orange",2020,1374,12723,1179,157,"1.02",0,0
92708,"Orange",2021,1427,12668,1184,230,"1.48",0,0
93257,"Tulare",2015,1896,14020,1295,547,"3.08",85.7,1.5
93257,"Tulare",2016,1924,14180,1321,587,"3.26",85.7,1.5
93257,"Tulare",2017,1946,14139,1424,478,"2.66",85.7,1.5
93257,"Tulare",2018,2003,14328,1405,473,"2.6",85.7,1.5
93257,"Tulare",2019,2199,14239,1457,585,"3.17",85.7,1.5
93257,"Tulare",2020,1927,14584,1322,386,"2.12",85.7,1.5
93257,"Tulare",2021,2080,14678,1433,462,"2.48",85.7,1.5
93207,"Tulare",2015,18,212,16,7,"2.77",45.5,1.9
93207,"Tulare",2016,18,200,11,15,"6.15",45.5,1.9
93207,"Tulare",2017,20,190,18,15,"6.17",45.5,1.9
93207,"Tulare",2018,20,194,14,7,"2.98",45.5,1.9
93207,"Tulare",2019,62,172,35,23,"7.88",45.5,1.9
93207,"Tulare",2020,56,195,36,14,"4.65",45.5,1.9
93207,"Tulare",2021,34,204,27,19,"6.69",45.5,1.9
95471,"Sonoma",2015,6,154,7,5,"2.91",17,0.3
95471,"Sonoma",2016,12,140,12,5,"2.96",17,0.3
95471,"Sonoma",2017,13,162,12,1,"0.53",17,0.3
95471,"Sonoma",2018,5,151,9,4,"2.37",17,0.3
95471,"Sonoma",2019,8,145,15,5,"2.89",17,0.3
95471,"Sonoma",2020,18,105,12,14,"9.4",17,0.3
95471,"Sonoma",2021,29,128,20,6,"3.28",17,0.3
94550,"Alameda",2015,1447,14158,1196,154,"0.91",41.1,25.5
94550,"Alameda",2016,1490,14264,1238,129,"0.75",41.1,25.5
94550,"Alameda",2017,1428,14300,1289,133,"0.78",41.1,25.5
94550,"Alameda",2018,1431,14169,1314,98,"0.58",41.1,25.5
94550,"Alameda",2019,1437,14217,1340,114,"0.67",41.1,25.5
94550,"Alameda",2020,1439,14217,1284,115,"0.67",41.1,25.5
94550,"Alameda",2021,1630,14019,1524,185,"1.07",41.1,25.5
95249,"Calaveras",2015,130,1112,94,27,"1.98",95.3,80
95249,"Calaveras",2016,130,1080,118,38,"2.78",95.3,80
95249,"Calaveras",2017,148,1073,103,47,"3.43",95.3,80
95249,"Calaveras",2018,124,1068,83,33,"2.52",95.3,80
95249,"Calaveras",2019,198,1022,117,59,"4.23",95.3,80
95249,"Calaveras",2020,190,1025,108,82,"5.84",95.3,80
95249,"Calaveras",2021,159,1020,108,58,"4.31",95.3,80
91303,"Los Angeles",2015,304,2099,224,55,"2.05",0,0
91303,"Los Angeles",2016,278,2123,220,44,"1.65",0,0
91303,"Los Angeles",2017,337,2118,248,66,"2.38",0,0
91303,"Los Angeles",2018,320,2108,254,42,"1.54",0,0
91303,"Los Angeles",2019,357,2126,258,56,"2",0,0
91303,"Los Angeles",2020,304,2168,227,44,"1.6",0,0
91303,"Los Angeles",2021,371,2150,275,82,"2.85",0,0
93453,"San Luis Obispo",2015,79,676,54,20,"2.41",36.9,21.7
93453,"San Luis Obispo",2016,64,672,59,19,"2.33",36.9,21.7
93453,"San Luis Obispo",2017,64,668,52,10,"1.26",36.9,21.7
93453,"San Luis Obispo",2018,71,695,57,8,"0.96",36.9,21.7
93453,"San Luis Obispo",2019,120,683,55,25,"2.83",36.9,21.7
93453,"San Luis Obispo",2020,105,716,66,27,"2.95",36.9,21.7
93453,"San Luis Obispo",2021,109,716,75,19,"2.07",36.9,21.7
92086,"San Diego",2015,45,443,35,17,"3.15",98.4,84
92086,"San Diego",2016,61,444,37,18,"3.21",98.4,84
92086,"San Diego",2017,77,421,51,12,"2.14",98.4,84
92086,"San Diego",2018,61,464,43,17,"2.91",98.4,84
92086,"San Diego",2019,105,334,101,152,"21.97",98.4,84
92086,"San Diego",2020,107,285,52,83,"15.75",98.4,84
92086,"San Diego",2021,72,288,43,64,"13.7",98.4,84
90701,"Los Angeles",2015,338,3229,254,56,"1.44",0,0
90701,"Los Angeles",2016,306,3238,264,42,"1.09",0,0
90701,"Los Angeles",2017,343,3187,254,70,"1.82",0,0
90701,"Los Angeles",2018,327,3185,258,59,"1.54",0,0
90701,"Los Angeles",2019,335,3168,292,61,"1.58",0,0
90701,"Los Angeles",2020,313,3168,255,45,"1.19",0,0
90701,"Los Angeles",2021,328,3139,265,76,"2",0,0
96010,"Trinity",2015,2,50,5,1,"1.72",83,43
96010,"Trinity",2016,2,49,2,4,"7.02",83,43
96010,"Trinity",2017,1,43,2,2,"4.17",83,43
96010,"Trinity",2018,1,44,3,3,"5.88",83,43
96010,"Trinity",2019,3,35,3,2,"4.65",83,43
96010,"Trinity",2020,2,38,2,1,"2.33",83,43
96010,"Trinity",2021,2,37,3,0,"0",83,43
95461,"Lake",2015,105,1140,125,46,"3.25",83.7,46.2
95461,"Lake",2016,181,964,224,69,"4.8",83.7,46.2
95461,"Lake",2017,142,914,120,52,"4.23",83.7,46.2
95461,"Lake",2018,150,925,86,30,"2.52",83.7,46.2
95461,"Lake",2019,178,915,93,58,"4.66",83.7,46.2
95461,"Lake",2020,120,1003,89,23,"1.86",83.7,46.2
95461,"Lake",2021,99,1004,102,24,"1.95",83.7,46.2
96027,"Siskiyou",2015,54,640,52,9,"1.19",93.2,82
96027,"Siskiyou",2016,57,634,45,16,"2.13",93.2,82
96027,"Siskiyou",2017,78,634,50,23,"2.93",93.2,82
96027,"Siskiyou",2018,65,641,56,14,"1.8",93.2,82
96027,"Siskiyou",2019,111,625,54,37,"4.47",93.2,82
96027,"Siskiyou",2020,69,662,63,14,"1.73",93.2,82
96027,"Siskiyou",2021,66,666,62,11,"1.37",93.2,82
94132,"San Francisco",2015,425,4446,363,64,"1.21",0,0
94132,"San Francisco",2016,456,4451,346,73,"1.37",0,0
94132,"San Francisco",2017,436,4513,340,62,"1.16",0,0
94132,"San Francisco",2018,421,4490,352,48,"0.9",0,0
94132,"San Francisco",2019,454,4507,378,59,"1.09",0,0
94132,"San Francisco",2020,402,4514,353,56,"1.05",0,0
94132,"San Francisco",2021,466,4474,413,73,"1.35",0,0
90742,"Orange",2015,49,327,38,17,"3.94",0,0
90742,"Orange",2016,33,322,27,10,"2.55",0,0
90742,"Orange",2017,35,320,41,5,"1.25",0,0
90742,"Orange",2018,35,307,35,4,"1.05",0,0
90742,"Orange",2019,37,294,30,10,"2.7",0,0
90742,"Orange",2020,50,293,45,4,"1.02",0,0
90742,"Orange",2021,59,289,46,10,"2.48",0,0
95831,"Sacramento",2015,1178,11689,973,165,"1.18",0,0
95831,"Sacramento",2016,1199,11717,959,168,"1.2",0,0
95831,"Sacramento",2017,1190,11824,1005,179,"1.26",0,0
95831,"Sacramento",2018,1197,11770,972,171,"1.21",0,0
95831,"Sacramento",2019,1141,11859,951,114,"0.81",0,0
95831,"Sacramento",2020,1063,11877,954,135,"0.96",0,0
95831,"Sacramento",2021,1181,11900,986,170,"1.19",0,0
90404,"Los Angeles",2015,165,1458,139,31,"1.73",0,0
90404,"Los Angeles",2016,164,1424,142,27,"1.54",0,0
90404,"Los Angeles",2017,123,1427,87,21,"1.27",0,0
90404,"Los Angeles",2018,116,1466,86,32,"1.88",0,0
90404,"Los Angeles",2019,135,1450,120,29,"1.67",0,0
90404,"Los Angeles",2020,132,1432,120,21,"1.23",0,0
90404,"Los Angeles",2021,154,1412,137,32,"1.84",0,0
95555,"Humboldt",2015,6,83,4,5,"5.1",7.9,0.2
95555,"Humboldt",2016,7,82,6,4,"4.04",7.9,0.2
95555,"Humboldt",2017,11,76,4,5,"5.21",7.9,0.2
95555,"Humboldt",2018,6,76,7,7,"7.29",7.9,0.2
95555,"Humboldt",2019,20,80,16,3,"2.52",7.9,0.2
95555,"Humboldt",2020,11,86,7,5,"4.59",7.9,0.2
95555,"Humboldt",2021,8,80,9,5,"4.9",7.9,0.2
94133,"San Francisco",2015,132,1413,99,36,"2.14",0,0
94133,"San Francisco",2016,145,1430,103,45,"2.61",0,0
94133,"San Francisco",2017,128,1439,92,25,"1.48",0,0
94133,"San Francisco",2018,130,1438,108,24,"1.41",0,0
94133,"San Francisco",2019,127,1454,160,36,"2.03",0,0
94133,"San Francisco",2020,119,1444,100,20,"1.19",0,0
94133,"San Francisco",2021,138,1436,118,27,"1.57",0,0
95421,"Sonoma",2015,69,718,47,17,"2",38.1,4.5
95421,"Sonoma",2016,86,707,67,29,"3.26",38.1,4.5
95421,"Sonoma",2017,74,714,44,23,"2.69",38.1,4.5
95421,"Sonoma",2018,72,705,49,28,"3.28",38.1,4.5
95421,"Sonoma",2019,107,688,52,44,"4.94",38.1,4.5
95421,"Sonoma",2020,66,737,51,23,"2.62",38.1,4.5
95421,"Sonoma",2021,98,720,52,40,"4.4",38.1,4.5
90745,"Los Angeles",2015,971,9816,721,186,"1.59",0,0
90745,"Los Angeles",2016,906,9901,702,172,"1.47",0,0
90745,"Los Angeles",2017,1013,9844,728,191,"1.62",0,0
90745,"Los Angeles",2018,983,9920,697,149,"1.27",0,0
90745,"Los Angeles",2019,953,9956,688,154,"1.31",0,0
90745,"Los Angeles",2020,929,10008,710,112,"0.95",0,0
90745,"Los Angeles",2021,1022,9891,858,168,"1.41",0,0
93932,"Monterey",2015,4,89,2,3,"3.06",95.3,61.6
93932,"Monterey",2016,12,92,6,0,"0",95.3,61.6
93932,"Monterey",2017,11,91,7,5,"4.39",95.3,61.6
93932,"Monterey",2018,11,101,5,2,"1.68",95.3,61.6
93932,"Monterey",2019,9,102,7,2,"1.67",95.3,61.6
93932,"Monterey",2020,15,100,11,2,"1.56",95.3,61.6
93932,"Monterey",2021,15,101,7,2,"1.6",95.3,61.6
94104,"San Francisco",2015,3,20,0,2,"8",0,0
94104,"San Francisco",2016,2,19,2,0,"0",0,0
94104,"San Francisco",2017,3,18,2,0,"0",0,0
94104,"San Francisco",2018,1,13,2,0,"0",0,0
94104,"San Francisco",2019,3,15,39,4,"6.56",0,0
94104,"San Francisco",2020,0,18,1,0,"0",0,0
94104,"San Francisco",2021,1,19,1,0,"0",0,0
95246,"Calaveras",2015,35,705,65,40,"4.73",96.8,81.2
95246,"Calaveras",2016,46,604,89,43,"5.5",96.8,81.2
95246,"Calaveras",2017,59,536,56,40,"5.79",96.8,81.2
95246,"Calaveras",2018,65,515,42,13,"2.05",96.8,81.2
95246,"Calaveras",2019,117,506,52,43,"5.99",96.8,81.2
95246,"Calaveras",2020,140,497,85,52,"6.72",96.8,81.2
95246,"Calaveras",2021,76,524,64,41,"5.82",96.8,81.2
92082,"San Diego",2015,610,4554,382,176,"3.08",97.4,85.7
92082,"San Diego",2016,743,4539,487,136,"2.3",97.4,85.7
92082,"San Diego",2017,672,4643,490,98,"1.66",97.4,85.7
92082,"San Diego",2018,642,4691,415,174,"2.94",97.4,85.7
92082,"San Diego",2019,1313,4097,473,797,"11.93",97.4,85.7
92082,"San Diego",2020,840,4581,583,324,"5.12",97.4,85.7
92082,"San Diego",2021,810,4699,639,226,"3.55",97.4,85.7
93665,"Merced",2015,5,63,4,3,"4",48.3,0
93665,"Merced",2016,14,63,11,4,"4.35",48.3,0
93665,"Merced",2017,15,79,9,2,"1.9",48.3,0
93665,"Merced",2018,8,86,8,0,"0",48.3,0
93665,"Merced",2019,7,89,7,3,"2.83",48.3,0
93665,"Merced",2020,13,75,5,3,"3.12",48.3,0
93665,"Merced",2021,14,85,11,4,"3.51",48.3,0
95556,"Humboldt",2015,2,103,4,3,"2.68",95.1,73.4
95556,"Humboldt",2016,7,91,1,7,"6.6",95.1,73.4
95556,"Humboldt",2017,3,89,4,4,"4",95.1,73.4
95556,"Humboldt",2018,3,89,5,4,"3.96",95.1,73.4
95556,"Humboldt",2019,19,74,7,15,"13.04",95.1,73.4
95556,"Humboldt",2020,8,67,5,4,"4.76",95.1,73.4
95556,"Humboldt",2021,8,69,5,0,"0",95.1,73.4
96126,"Sierra",2015,9,112,11,1,"0.75",23.7,0.9
96126,"Sierra",2016,13,107,9,6,"4.44",23.7,0.9
96126,"Sierra",2017,6,109,2,4,"3.31",23.7,0.9
96126,"Sierra",2018,13,102,16,5,"3.68",23.7,0.9
96126,"Sierra",2019,25,103,12,4,"2.78",23.7,0.9
96126,"Sierra",2020,18,103,7,3,"2.29",23.7,0.9
96126,"Sierra",2021,17,104,9,5,"3.7",23.7,0.9
93240,"Kern",2015,272,2081,172,81,"3.11",100,99.3
93240,"Kern",2016,282,2047,242,78,"2.94",100,99.3
93240,"Kern",2017,290,1947,224,82,"3.22",100,99.3
93240,"Kern",2018,301,2003,220,63,"2.44",100,99.3
93240,"Kern",2019,370,1919,231,115,"4.36",100,99.3
93240,"Kern",2020,311,1956,270,85,"3.24",100,99.3
93240,"Kern",2021,284,1898,224,85,"3.41",100,99.3
94111,"San Francisco",2015,3,88,10,2,"1.94",0,0
94111,"San Francisco",2016,8,77,7,4,"4.17",0,0
94111,"San Francisco",2017,4,77,10,1,"1.09",0,0
94111,"San Francisco",2018,7,68,11,0,"0",0,0
94111,"San Francisco",2019,6,71,7,0,"0",0,0
94111,"San Francisco",2020,9,77,17,0,"0",0,0
94111,"San Francisco",2021,11,74,17,1,"0.97",0,0
95425,"Sonoma",2015,365,3082,255,67,"1.78",80.4,52.2
95425,"Sonoma",2016,386,3085,304,68,"1.77",80.4,52.2
95425,"Sonoma",2017,353,3101,270,57,"1.51",80.4,52.2
95425,"Sonoma",2018,359,3153,272,60,"1.56",80.4,52.2
95425,"Sonoma",2019,379,3119,288,66,"1.71",80.4,52.2
95425,"Sonoma",2020,361,3147,289,57,"1.48",80.4,52.2
95425,"Sonoma",2021,433,3140,343,85,"2.12",80.4,52.2
90017,"Los Angeles",2015,17,126,18,4,"2.42",0,0
90017,"Los Angeles",2016,10,115,19,4,"2.7",0,0
90017,"Los Angeles",2017,22,111,9,4,"2.74",0,0
90017,"Los Angeles",2018,30,118,23,9,"5",0,0
90017,"Los Angeles",2019,24,118,21,10,"5.78",0,0
90017,"Los Angeles",2020,26,123,8,2,"1.26",0,0
90017,"Los Angeles",2021,27,134,15,1,"0.56",0,0
96061,"Tehama",2015,11,126,7,4,"2.7",10.7,2.1
96061,"Tehama",2016,10,120,7,4,"2.84",10.7,2.1
96061,"Tehama",2017,6,122,11,4,"2.8",10.7,2.1
96061,"Tehama",2018,22,141,12,1,"0.57",10.7,2.1
96061,"Tehama",2019,35,130,14,12,"6.28",10.7,2.1
96061,"Tehama",2020,30,142,22,15,"7.18",10.7,2.1
96061,"Tehama",2021,13,144,7,5,"2.96",10.7,2.1
96119,"Lassen",2015,1,16,3,2,"9.09",98,92.7
96119,"Lassen",2016,4,13,3,2,"9.09",98,92.7
96119,"Lassen",2017,0,13,0,0,"0",98,92.7
96119,"Lassen",2018,0,12,0,0,"0",98,92.7
96119,"Lassen",2019,1,12,0,0,"0",98,92.7
96119,"Lassen",2020,1,12,0,0,"0",98,92.7
96119,"Lassen",2021,0,12,0,1,"7.69",98,92.7
94567,"Napa",2015,8,156,17,7,"3.72",78,27.7
94567,"Napa",2016,15,142,10,5,"2.91",78,27.7
94567,"Napa",2017,35,138,17,9,"4.52",78,27.7
94567,"Napa",2018,9,127,9,7,"4.61",78,27.7
94567,"Napa",2019,30,118,12,8,"4.76",78,27.7
94567,"Napa",2020,22,140,6,5,"2.89",78,27.7
94567,"Napa",2021,20,142,15,4,"2.21",78,27.7
95546,"Humboldt",2015,16,195,4,14,"6.11",88.1,50.1
95546,"Humboldt",2016,10,187,6,15,"6.88",88.1,50.1
95546,"Humboldt",2017,9,177,2,5,"2.59",88.1,50.1
95546,"Humboldt",2018,10,179,7,10,"4.85",88.1,50.1
95546,"Humboldt",2019,19,176,16,7,"3.21",88.1,50.1
95546,"Humboldt",2020,18,174,31,6,"2.62",88.1,50.1
95546,"Humboldt",2021,13,172,12,6,"2.96",88.1,50.1
93501,"Kern",2015,164,1022,112,55,"4.07",20.2,7.3
93501,"Kern",2016,173,1017,103,53,"3.94",20.2,7.3
93501,"Kern",2017,157,1010,115,41,"3.1",20.2,7.3
93501,"Kern",2018,178,1007,112,56,"4.14",20.2,7.3
93501,"Kern",2019,200,1012,123,55,"3.96",20.2,7.3
93501,"Kern",2020,184,1049,128,45,"3.2",20.2,7.3
93501,"Kern",2021,212,1054,147,55,"3.75",20.2,7.3
95494,"Mendocino",2015,8,95,6,3,"2.68",55.4,8
95494,"Mendocino",2016,6,95,4,2,"1.87",55.4,8
95494,"Mendocino",2017,6,90,5,4,"3.81",55.4,8
95494,"Mendocino",2018,8,89,8,4,"3.67",55.4,8
95494,"Mendocino",2019,15,84,14,4,"3.42",55.4,8
95494,"Mendocino",2020,9,88,4,5,"4.72",55.4,8
95494,"Mendocino",2021,20,88,11,5,"4.03",55.4,8
93446,"San Luis Obispo",2015,1728,13024,1272,280,"1.72",95.6,88.3
93446,"San Luis Obispo",2016,1741,13237,1365,274,"1.65",95.6,88.3
93446,"San Luis Obispo",2017,1750,13176,1392,251,"1.51",95.6,88.3
93446,"San Luis Obispo",2018,1631,13374,1340,257,"1.55",95.6,88.3
93446,"San Luis Obispo",2019,1903,13258,1360,349,"2.07",95.6,88.3
93446,"San Luis Obispo",2020,1904,13434,1458,263,"1.54",95.6,88.3
93446,"San Luis Obispo",2021,1896,13411,1602,312,"1.81",95.6,88.3
93666,"Tulare",2015,1,11,0,1,"7.69",0,0
93666,"Tulare",2016,2,9,0,0,"0",0,0
93666,"Tulare",2017,2,14,0,0,"0",0,0
93666,"Tulare",2018,6,18,2,1,"3.7",0,0
93666,"Tulare",2019,1,21,1,0,"0",0,0
93666,"Tulare",2020,8,21,1,1,"3.23",0,0
93666,"Tulare",2021,9,32,4,4,"8.16",0,0
91377,"Ventura",2015,336,3247,266,59,"1.51",100,99.1
91377,"Ventura",2016,367,3271,304,43,"1.08",100,99.1
91377,"Ventura",2017,390,3273,313,44,"1.09",100,99.1
91377,"Ventura",2018,413,3251,333,58,"1.43",100,99.1
91377,"Ventura",2019,375,3259,299,94,"2.33",100,99.1
91377,"Ventura",2020,494,3215,308,152,"3.65",100,99.1
91377,"Ventura",2021,487,3209,365,136,"3.24",100,99.1
95694,"Yolo",2015,207,1992,142,40,"1.68",73.8,8.1
95694,"Yolo",2016,226,2004,134,38,"1.58",73.8,8.1
95694,"Yolo",2017,228,2070,136,32,"1.3",73.8,8.1
95694,"Yolo",2018,218,2100,189,32,"1.26",73.8,8.1
95694,"Yolo",2019,286,2076,177,52,"2.01",73.8,8.1
95694,"Yolo",2020,322,2149,180,52,"1.92",73.8,8.1
95694,"Yolo",2021,418,2230,227,61,"2.08",73.8,8.1
90706,"Los Angeles",2015,1106,10904,838,190,"1.46",0,0
90706,"Los Angeles",2016,1084,11006,846,177,"1.35",0,0
90706,"Los Angeles",2017,1084,10974,839,196,"1.5",0,0
90706,"Los Angeles",2018,1064,10983,781,174,"1.34",0,0
90706,"Los Angeles",2019,1079,11025,857,157,"1.2",0,0
90706,"Los Angeles",2020,1051,10984,882,156,"1.19",0,0
90706,"Los Angeles",2021,1174,10919,932,210,"1.59",0,0
92371,"San Bernardino",2015,633,3763,378,188,"3.79",28.4,7.4
92371,"San Bernardino",2016,655,3807,392,205,"4.05",28.4,7.4
92371,"San Bernardino",2017,678,3728,396,211,"4.21",28.4,7.4
92371,"San Bernardino",2018,719,3938,444,185,"3.5",28.4,7.4
92371,"San Bernardino",2019,856,3796,445,323,"5.96",28.4,7.4
92371,"San Bernardino",2020,851,3918,613,226,"4.03",28.4,7.4
92371,"San Bernardino",2021,757,3932,581,283,"5.1",28.4,7.4
96007,"Shasta",2015,783,6129,525,210,"2.75",89.1,75.9
96007,"Shasta",2016,799,6215,546,172,"2.22",89.1,75.9
96007,"Shasta",2017,888,6173,608,236,"2.99",89.1,75.9
96007,"Shasta",2018,1014,6249,714,203,"2.48",89.1,75.9
96007,"Shasta",2019,1087,6260,708,282,"3.38",89.1,75.9
96007,"Shasta",2020,932,6381,699,264,"3.19",89.1,75.9
96007,"Shasta",2021,912,6379,710,222,"2.7",89.1,75.9
95439,"Sonoma",2015,18,162,10,4,"2.06",61.2,0
95439,"Sonoma",2016,7,168,10,3,"1.6",61.2,0
95439,"Sonoma",2017,13,157,17,4,"2.09",61.2,0
95439,"Sonoma",2018,18,160,13,5,"2.55",61.2,0
95439,"Sonoma",2019,10,163,9,1,"0.55",61.2,0
95439,"Sonoma",2020,16,199,5,5,"2.22",61.2,0
95439,"Sonoma",2021,14,203,15,3,"1.28",61.2,0
96048,"Trinity",2015,16,235,28,3,"1.06",96.8,64.8
96048,"Trinity",2016,22,222,19,3,"1.13",96.8,64.8
96048,"Trinity",2017,19,230,17,9,"3.27",96.8,64.8
96048,"Trinity",2018,15,217,21,15,"5.6",96.8,64.8
96048,"Trinity",2019,25,199,20,5,"2.01",96.8,64.8
96048,"Trinity",2020,20,207,24,2,"0.79",96.8,64.8
96048,"Trinity",2021,15,206,14,2,"0.84",96.8,64.8
95973,"Butte",2015,1109,8345,743,187,"1.8",83.2,33.9
95973,"Butte",2016,1326,8426,835,220,"2.04",83.2,33.9
95973,"Butte",2017,1349,8680,941,199,"1.78",83.2,33.9
95973,"Butte",2018,1458,8946,1007,186,"1.6",83.2,33.9
95973,"Butte",2019,1578,9141,1103,172,"1.43",83.2,33.9
95973,"Butte",2020,1489,9415,1121,171,"1.4",83.2,33.9
95973,"Butte",2021,1366,9659,1097,189,"1.54",83.2,33.9
90073,NA,NA,NA,NA,NA,NA,NA,0,0
92117,"San Diego",2015,1298,13175,1017,219,"1.39",0.1,0
92117,"San Diego",2016,1287,13190,1084,202,"1.28",0.1,0
92117,"San Diego",2017,1352,13149,1080,212,"1.34",0.1,0
92117,"San Diego",2018,1332,13139,1055,227,"1.44",0.1,0
92117,"San Diego",2019,1445,13173,1184,279,"1.73",0.1,0
92117,"San Diego",2020,1409,13113,1201,221,"1.39",0.1,0
92117,"San Diego",2021,1435,13075,1316,245,"1.52",0.1,0
95545,"Humboldt",2015,2,32,3,3,"7.5",56.2,0.3
95545,"Humboldt",2016,4,31,0,4,"10.26",56.2,0.3
95545,"Humboldt",2017,0,35,4,2,"4.88",56.2,0.3
95545,"Humboldt",2018,0,33,1,0,"0",56.2,0.3
95545,"Humboldt",2019,1,30,4,7,"16.67",56.2,0.3
95545,"Humboldt",2020,2,24,1,1,"3.57",56.2,0.3
95545,"Humboldt",2021,0,29,0,0,"0",56.2,0.3
95053,"Santa Clara",2015,0,0,0,0,"0",0,0
95053,"Santa Clara",2016,0,0,0,0,"0",0,0
95053,"Santa Clara",2017,1,0,0,0,"0",0,0
95053,"Santa Clara",2018,0,1,0,0,"0",0,0
95053,"Santa Clara",2019,1,1,5,3,"30",0,0
95053,"Santa Clara",2020,0,6,1,0,"0",0,0
95053,"Santa Clara",2021,0,4,0,0,"0",0,0
92364,"San Bernardino",2015,3,6,0,1,"10",60.2,8.1
92364,"San Bernardino",2016,1,8,0,0,"0",60.2,8.1
92364,"San Bernardino",2017,2,7,1,0,"0",60.2,8.1
92364,"San Bernardino",2018,0,8,0,0,"0",60.2,8.1
92364,"San Bernardino",2019,0,7,0,1,"12.5",60.2,8.1
92364,"San Bernardino",2020,1,6,0,0,"0",60.2,8.1
92364,"San Bernardino",2021,0,7,1,0,"0",60.2,8.1
96064,"Siskiyou",2015,146,1256,85,46,"3",20.8,3
96064,"Siskiyou",2016,142,1260,104,60,"3.83",20.8,3
96064,"Siskiyou",2017,149,1256,109,43,"2.76",20.8,3
96064,"Siskiyou",2018,179,1267,116,35,"2.19",20.8,3
96064,"Siskiyou",2019,191,1290,115,57,"3.45",20.8,3
96064,"Siskiyou",2020,204,1289,168,46,"2.69",20.8,3
96064,"Siskiyou",2021,235,1334,155,49,"2.76",20.8,3
95383,"Tuolumne",2015,190,2590,197,202,"6.35",100,95.4
95383,"Tuolumne",2016,236,2402,160,93,"3.22",100,95.4
95383,"Tuolumne",2017,124,2344,172,130,"4.69",100,95.4
95383,"Tuolumne",2018,185,2191,168,117,"4.4",100,95.4
95383,"Tuolumne",2019,928,1611,207,509,"15.64",100,95.4
95383,"Tuolumne",2020,536,2168,243,269,"8.36",100,95.4
95383,"Tuolumne",2021,274,2261,258,295,"9.55",100,95.4
96123,"Lassen",2015,0,9,0,0,"0",98,83.3
96123,"Lassen",2016,2,9,0,1,"8.33",98,83.3
96123,"Lassen",2017,2,9,2,0,"0",98,83.3
96123,"Lassen",2018,1,10,1,0,"0",98,83.3
96123,"Lassen",2019,1,7,0,3,"27.27",98,83.3
96123,"Lassen",2020,1,9,0,0,"0",98,83.3
96123,"Lassen",2021,0,9,0,1,"10",98,83.3
96031,"Siskiyou",2015,0,13,0,0,"0",95.4,71.6
96031,"Siskiyou",2016,0,12,1,1,"7.14",95.4,71.6
96031,"Siskiyou",2017,0,9,4,0,"0",95.4,71.6
96031,"Siskiyou",2018,0,9,0,0,"0",95.4,71.6
96031,"Siskiyou",2019,0,8,0,1,"11.11",95.4,71.6
96031,"Siskiyou",2020,0,19,9,0,"0",95.4,71.6
